#语料规模:2000万字||||||
#只列入出现次数大于50次的词||||||
#下载自www.cncorpus.org语料库在线网站||||||
||||||
||||||
id|词语|出现次数|频率|词类名称|词类标记|累积频率
7131.0|云|151.0|0.0016|动词|v|85.8044
7132.0|诚恳|151.0|0.0016|形容词|a|85.806
7133.0|伤口|151.0|0.0016|名词|n|85.8076
7134.0|债务|151.0|0.0016|名词|n|85.8092
7135.0|称号|151.0|0.0016|名词|n|85.8108
7136.0|杏仙|151.0|0.0016|人名-名|nhs|85.8124
7137.0|动力学|151.0|0.0016|名词|n|85.814
7138.0|激|151.0|0.0016|动词|v|85.8172
7139.0|打下|151.0|0.0016|动词|v|85.8156
7140.0|勾结|151.0|0.0016|动词|v|85.7932
7141.0|原始社会|150.0|0.0016|名词|n|85.878
7142.0|花色|150.0|0.0016|名词|n|85.8796
7143.0|洞里|150.0|0.0016|处所名词|nl|85.8972
7144.0|隐藏|150.0|0.0016|动词|v|85.8812
7145.0|外表|150.0|0.0016|名词|n|85.8748
7146.0|摸索|150.0|0.0016|动词|v|85.8828
7147.0|反过来|150.0|0.0016|副词|d|85.8844
7148.0|手势|150.0|0.0016|名词|n|85.886
7149.0|散发|150.0|0.0016|动词|v|85.8956
7150.0|大寨|150.0|0.0016|地名|ns|85.8892
7151.0|照样|150.0|0.0016|动词|v|85.8908
7152.0|耕作|150.0|0.0016|动词|v|85.8924
7153.0|发动机|150.0|0.0016|名词|n|85.894
7154.0|王朝|150.0|0.0016|时间名词|nt|85.8876
7155.0|田里|150.0|0.0016|处所名词|nl|85.8716
7156.0|百分|150.0|0.0016|名词|n|85.87
7157.0|正规|150.0|0.0016|形容词|a|85.8764
7158.0|重重|150.0|0.0016|形容词|a|85.8508
7159.0|撑|150.0|0.0016|动词|v|85.8604
7160.0|发电机|150.0|0.0016|名词|n|85.8556
7161.0|觉悟|150.0|0.0016|名词|n|85.8572
7162.0|毁|150.0|0.0016|动词|v|85.8588
7163.0|闪光|150.0|0.0016|动词|v|85.854
7164.0|尤为|150.0|0.0016|副词|d|85.862
7165.0|散步|150.0|0.0016|动词|v|85.8636
7166.0|澳门|150.0|0.0016|地名|ns|85.8652
7167.0|身心|150.0|0.0016|名词|n|85.8668
7168.0|空虚|150.0|0.0016|形容词|a|85.8732
7169.0|湖泊|150.0|0.0016|名词|n|85.8684
7170.0|卧|150.0|0.0016|动词|v|85.8524
7171.0|嫩|149.0|0.0016|形容词|a|85.9564
7172.0|瞬间|149.0|0.0016|时间名词|nt|85.934
7173.0|平凡|149.0|0.0016|形容词|a|85.9356
7174.0|摧毁|149.0|0.0016|动词|v|85.9596
7175.0|劳动日|149.0|0.0016|名词|n|85.9388
7176.0|粘|149.0|0.0016|形容词|a|85.9308
7177.0|主|149.0|0.0016|形容词|a|85.9404
7178.0|经济危机|149.0|0.0016|习用语|i|85.942
7179.0|人影|149.0|0.0016|名词|n|85.9436
7180.0|粉末|149.0|0.0016|名词|n|85.9452
7181.0|消毒|149.0|0.0016|动词|v|85.958
7182.0|好吃|149.0|0.0016|形容词|a|85.9468
7183.0|首领|149.0|0.0016|名词|n|85.9484
7184.0|熬|149.0|0.0016|动词|v|85.95
7185.0|月初|149.0|0.0016|时间名词|nt|85.9532
7186.0|屠杀|149.0|0.0016|动词|v|85.926
7187.0|反帝|149.0|0.0016|动词|v|85.9548
7188.0|老伴|149.0|0.0016|名词|n|85.9324
7189.0|瑞士|149.0|0.0016|地名|ns|85.9516
7190.0|下旬|149.0|0.0016|时间名词|nt|85.9372
7191.0|五千|149.0|0.0016|数词|m|85.9276
7192.0|男性|149.0|0.0016|名词|n|85.9068
7193.0|改正|149.0|0.0016|动词|v|85.9084
7194.0|行动|149.0|0.0016|动词|v|85.9132
7195.0|丁|149.0|0.0016|名词|n|85.9052
7196.0|嘿嘿|149.0|0.0016|拟声词|o|85.9036
7197.0|叠|149.0|0.0016|动词|v|85.902
7198.0|司法|149.0|0.0016|动词|v|85.9004
7199.0|一路上|149.0|0.0016|处所名词|nl|85.8988
7200.0|元|149.0|0.0016|时间名词|nt|85.91
7201.0|畜牧业|149.0|0.0016|名词|n|85.9148
7202.0|闭上|149.0|0.0016|动词|v|85.9164
7203.0|其一|149.0|0.0016|代词|r|85.918
7204.0|速|149.0|0.0016|形容词|a|85.9196
7205.0|童年|149.0|0.0016|名词|n|85.9212
7206.0|图上|149.0|0.0016|处所名词|nl|85.9228
7207.0|体裁|149.0|0.0016|名词|n|85.9292
7208.0|管理|149.0|0.0016|名词|n|85.9244
7209.0|级|149.0|0.0016|量词|q|85.9116
7210.0|新时期|148.0|0.0015|名词|n|85.9836
7211.0|黄土|148.0|0.0015|名词|n|85.9791
7212.0|物化|148.0|0.0015|动词|v|85.9851
7213.0|不及|148.0|0.0015|动词|v|85.9866
7214.0|增进|148.0|0.0015|动词|v|85.9881
7215.0|楼房|148.0|0.0015|名词|n|85.9896
7216.0|高速|148.0|0.0015|形容词|a|85.9911
7217.0|籍|148.0|0.0015|名词|n|85.9926
7218.0|思路|148.0|0.0015|名词|n|85.9941
7219.0|乐队|148.0|0.0015|名词|n|85.9956
7220.0|莫名其妙|148.0|0.0015|习用语|i|85.9971
7221.0|筑|148.0|0.0015|动词|v|85.9761
7222.0|金刚石|148.0|0.0015|名词|n|85.9821
7223.0|列为|148.0|0.0015|动词|v|85.9806
7224.0|当做|148.0|0.0015|动词|v|85.9626
7225.0|锌|148.0|0.0015|名词|n|85.9641
7226.0|萨满|148.0|0.0015|名词|n|85.9656
7227.0|交织|148.0|0.0015|动词|v|85.9671
7228.0|烦恼|148.0|0.0015|形容词|a|85.9686
7229.0|车辆|148.0|0.0015|名词|n|85.9701
7230.0|储备|148.0|0.0015|动词|v|85.9716
7231.0|就算|148.0|0.0015|连词|c|85.9776
7232.0|受精|148.0|0.0015|动词|v|85.9731
7233.0|家人|148.0|0.0015|名词|n|85.9611
7234.0|裤子|148.0|0.0015|名词|n|85.9746
7235.0|期|147.0|0.0015|量词|q|86.0391
7236.0|始|147.0|0.0015|名词|n|86.0271
7237.0|好象是|147.0|0.0015|动词|v|86.0256
7238.0|童话|147.0|0.0015|名词|n|86.0286
7239.0|复辟|147.0|0.0015|动词|v|86.0301
7240.0|纸上|147.0|0.0015|处所名词|nl|86.0316
7241.0|质变|147.0|0.0015|名词|n|86.0331
7242.0|峰|147.0|0.0015|名词|n|86.0346
7243.0|选出|147.0|0.0015|动词|v|86.0361
7244.0|向来|147.0|0.0015|副词|d|86.0376
7245.0|四项基本原则|147.0|0.0015|名词|n|86.0526
7246.0|最新|147.0|0.0015|形容词|a|86.0406
7247.0|参谋|147.0|0.0015|名词|n|86.0421
7248.0|达尔文|147.0|0.0015|人名|nh|86.0436
7249.0|卡|147.0|0.0015|名词|n|86.0451
7250.0|牢固|147.0|0.0015|形容词|a|86.0466
7251.0|搁|147.0|0.0015|动词|v|86.0496
7252.0|上诉|147.0|0.0015|动词|v|86.0511
7253.0|恶化|147.0|0.0015|动词|v|86.0211
7254.0|期待|147.0|0.0015|动词|v|86.0226
7255.0|手表|147.0|0.0015|名词|n|86.0106
7256.0|小球|147.0|0.0015|名词|n|86.0481
7257.0|亲|147.0|0.0015|形容词|a|86.0016
7258.0|嵌|147.0|0.0015|动词|v|86.0031
7259.0|中原|147.0|0.0015|地名|ns|86.0046
7260.0|样式|147.0|0.0015|名词|n|86.0061
7261.0|决心|147.0|0.0015|副词|d|86.0076
7262.0|柔和|147.0|0.0015|形容词|a|86.0091
7263.0|浪花|147.0|0.0015|名词|n|86.0001
7264.0|单调|147.0|0.0015|形容词|a|86.0121
7265.0|绘|147.0|0.0015|动词|v|86.0136
7266.0|不等|147.0|0.0015|形容词|a|86.0151
7267.0|化为|147.0|0.0015|动词|v|86.0166
7268.0|不惜|147.0|0.0015|动词|v|86.0181
7269.0|电离|147.0|0.0015|动词|v|86.0241
7270.0|纵队|147.0|0.0015|名词|n|86.0196
7271.0|阴影|147.0|0.0015|名词|n|85.9986
7272.0|跃|146.0|0.0015|动词|v|86.0811
7273.0|歼灭|146.0|0.0015|动词|v|86.1036
7274.0|吾人|146.0|0.0015|代词|r|86.0856
7275.0|统一性|146.0|0.0015|名词|n|86.0796
7276.0|大幅度|146.0|0.0015|名词|n|86.0871
7277.0|大雨|146.0|0.0015|名词|n|86.0886
7278.0|二十七|146.0|0.0015|数词|m|86.0901
7279.0|洪|146.0|0.0015|人名-姓|nhf|86.0916
7280.0|新颖|146.0|0.0015|形容词|a|86.0931
7281.0|客气|146.0|0.0015|形容词|a|86.1006
7282.0|严峻|146.0|0.0015|形容词|a|86.0946
7283.0|子孙|146.0|0.0015|名词|n|86.0976
7284.0|报告文学|146.0|0.0015|名词|n|86.0991
7285.0|古代|146.0|0.0015|名词|n|86.1051
7286.0|追究|146.0|0.0015|动词|v|86.1021
7287.0|装有|146.0|0.0015|动词|v|86.0961
7288.0|抄|146.0|0.0015|动词|v|86.0841
7289.0|自主权|146.0|0.0015|名词|n|86.0751
7290.0|欲|146.0|0.0015|名词|n|86.0616
7291.0|松树|146.0|0.0015|名词|n|86.0646
7292.0|扫荡|146.0|0.0015|动词|v|86.0586
7293.0|辣椒|146.0|0.0015|名词|n|86.0571
7294.0|景物|146.0|0.0015|名词|n|86.0766
7295.0|私有|146.0|0.0015|动词|v|86.0556
7296.0|还给|146.0|0.0015|动词|v|86.0826
7297.0|子弟|146.0|0.0015|名词|n|86.0541
7298.0|武力|146.0|0.0015|名词|n|86.0601
7299.0|领导班子|146.0|0.0015|名词|n|86.0661
7300.0|爸|146.0|0.0015|名词|n|86.0676
7301.0|流出|146.0|0.0015|动词|v|86.0691
7302.0|慎重|146.0|0.0015|形容词|a|86.0706
7303.0|拦住|146.0|0.0015|动词|v|86.0781
7304.0|向|146.0|0.0015|名词|n|86.0721
7305.0|导管|146.0|0.0015|名词|n|86.0631
7306.0|一般来说|146.0|0.0015|连词|c|86.0736
7307.0|忠实|145.0|0.0015|形容词|a|86.1741
7308.0|隔离|145.0|0.0015|动词|v|86.1546
7309.0|感性|145.0|0.0015|名词|n|86.1516
7310.0|政治学|145.0|0.0015|名词|n|86.1576
7311.0|串|145.0|0.0015|动词|v|86.1591
7312.0|遮|145.0|0.0015|动词|v|86.1606
7313.0|没什么|145.0|0.0015|习用语|i|86.1621
7314.0|前线|145.0|0.0015|处所名词|nl|86.1636
7315.0|南下|145.0|0.0015|动词|v|86.1651
7316.0|辩护|145.0|0.0015|动词|v|86.1666
7317.0|用作|145.0|0.0015|动词|v|86.1681
7318.0|差点|145.0|0.0015|副词|d|86.1696
7319.0|秋季|145.0|0.0015|时间名词|nt|86.1711
7320.0|僧侣|145.0|0.0015|名词|n|86.1486
7321.0|精密|145.0|0.0015|形容词|a|86.1756
7322.0|火光|145.0|0.0015|名词|n|86.1531
7323.0|陷|145.0|0.0015|动词|v|86.1936
7324.0|遇见|145.0|0.0015|动词|v|86.1846
7325.0|达成|145.0|0.0015|动词|v|86.1906
7326.0|二十六|145.0|0.0015|数词|m|86.1891
7327.0|结局|145.0|0.0015|名词|n|86.1876
7328.0|答复|145.0|0.0015|动词|v|86.1861
7329.0|入党|145.0|0.0015|动词|v|86.1921
7330.0|星期天|145.0|0.0015|时间名词|nt|86.1831
7331.0|钻研|145.0|0.0015|动词|v|86.1816
7332.0|原先|145.0|0.0015|副词|d|86.1801
7333.0|陆|145.0|0.0015|人名-姓|nhf|86.1786
7334.0|人民公社|145.0|0.0015|名词|n|86.1726
7335.0|窗子|145.0|0.0015|名词|n|86.1771
7336.0|快要|145.0|0.0015|能愿动词|vu|86.1561
7337.0|伞|145.0|0.0015|名词|n|86.1471
7338.0|政|145.0|0.0015|名词|n|86.1246
7339.0|捕捞|145.0|0.0015|动词|v|86.1261
7340.0|湍流|145.0|0.0015|名词|n|86.1201
7341.0|适合于|145.0|0.0015|动词|v|86.1186
7342.0|光芒|145.0|0.0015|名词|n|86.1066
7343.0|常识|145.0|0.0015|名词|n|86.1171
7344.0|搏斗|145.0|0.0015|动词|v|86.1276
7345.0|礼物|145.0|0.0015|名词|n|86.1156
7346.0|真空|145.0|0.0015|名词|n|86.1141
7347.0|山顶|145.0|0.0015|处所名词|nl|86.1126
7348.0|短暂|145.0|0.0015|形容词|a|86.1111
7349.0|调解|145.0|0.0015|动词|v|86.1096
7350.0|路程|145.0|0.0015|名词|n|86.1081
7351.0|来临|145.0|0.0015|动词|v|86.1291
7352.0|移到|145.0|0.0015|动词|v|86.1306
7353.0|呐|145.0|0.0015|助词|u|86.1321
7354.0|小儿|145.0|0.0015|名词|n|86.1336
7355.0|珍珠|145.0|0.0015|名词|n|86.1351
7356.0|奥运会|145.0|0.0015|缩略语|j|86.1366
7357.0|锤|145.0|0.0015|名词|n|86.1501
7358.0|扰动|145.0|0.0015|动词|v|86.1381
7359.0|分明|145.0|0.0015|形容词|a|86.1231
7360.0|定向|145.0|0.0015|动词|v|86.1396
7361.0|每逢|145.0|0.0015|动词|v|86.1411
7362.0|长久|145.0|0.0015|名词|n|86.1426
7363.0|握手|145.0|0.0015|动词|v|86.1441
7364.0|课本|145.0|0.0015|名词|n|86.1456
7365.0|局限性|145.0|0.0015|名词|n|86.1216
7366.0|水文|144.0|0.0015|名词|n|86.2596
7367.0|筷子|144.0|0.0015|名词|n|86.2476
7368.0|干吗|144.0|0.0015|动词|v|86.2326
7369.0|再见|144.0|0.0015|动词|v|86.2296
7370.0|都市|144.0|0.0015|名词|n|86.2341
7371.0|准备|144.0|0.0015|名词|n|86.2356
7372.0|网络|144.0|0.0015|名词|n|86.2371
7373.0|责任感|144.0|0.0015|名词|n|86.2386
7374.0|小朋友|144.0|0.0015|名词|n|86.2401
7375.0|预期|144.0|0.0015|动词|v|86.2416
7376.0|司法|144.0|0.0015|名词|n|86.2431
7377.0|罪行|144.0|0.0015|名词|n|86.2446
7378.0|怎么说|144.0|0.0015|动词|v|86.2251
7379.0|肝脏|144.0|0.0015|名词|n|86.2611
7380.0|中枢|144.0|0.0015|名词|n|86.2491
7381.0|局势|144.0|0.0015|名词|n|86.2581
7382.0|稍稍|144.0|0.0015|副词|d|86.2566
7383.0|纬|144.0|0.0015|名词|n|86.2551
7384.0|表层|144.0|0.0015|名词|n|86.2536
7385.0|充实|144.0|0.0015|形容词|a|86.2521
7386.0|同等|144.0|0.0015|形容词|a|86.2461
7387.0|蚊子|144.0|0.0015|名词|n|86.2506
7388.0|形象思维|144.0|0.0015|名词|n|86.2311
7389.0|活儿|144.0|0.0015|名词|n|86.2266
7390.0|调|144.0|0.0015|名词|n|86.2026
7391.0|库|144.0|0.0015|名词|n|86.2056
7392.0|高等学校|144.0|0.0015|名词|n|86.2041
7393.0|乒乓球|144.0|0.0015|名词|n|86.2101
7394.0|快活|144.0|0.0015|形容词|a|86.2011
7395.0|亲热|144.0|0.0015|形容词|a|86.1996
7396.0|除了|144.0|0.0015|副词|d|86.1981
7397.0|弥漫|144.0|0.0015|动词|v|86.1966
7398.0|化学性质|144.0|0.0015|名词|n|86.1951
7399.0|院里|144.0|0.0015|处所名词|nl|86.2071
7400.0|一行|144.0|0.0015|数量|mq|86.2116
7401.0|退化|144.0|0.0015|动词|v|86.2131
7402.0|前去|144.0|0.0015|动词|v|86.2146
7403.0|宗旨|144.0|0.0015|名词|n|86.2161
7404.0|雪花|144.0|0.0015|名词|n|86.2176
7405.0|手掌|144.0|0.0015|名词|n|86.2191
7406.0|无机|144.0|0.0015|区别词|f|86.2281
7407.0|同年|144.0|0.0015|时间名词|nt|86.2206
7408.0|抱住|144.0|0.0015|动词|v|86.2086
7409.0|处分|144.0|0.0015|名词|n|86.2221
7410.0|冒险|144.0|0.0015|动词|v|86.2236
7411.0|琢磨|143.0|0.0015|动词|v|86.2926
7412.0|支撑|143.0|0.0015|动词|v|86.2941
7413.0|自信|143.0|0.0015|动词|v|86.2956
7414.0|鲜|143.0|0.0015|形容词|a|86.3151
7415.0|电能|143.0|0.0015|名词|n|86.2971
7416.0|四处|143.0|0.0015|名词|n|86.2896
7417.0|牌子|143.0|0.0015|名词|n|86.2986
7418.0|卖给|143.0|0.0015|动词|v|86.3001
7419.0|检|143.0|0.0015|动词|v|86.3016
7420.0|诱导|143.0|0.0015|动词|v|86.3031
7421.0|少|143.0|0.0015|动词|v|86.3136
7422.0|喉咙|143.0|0.0015|名词|n|86.3046
7423.0|侵|143.0|0.0015|动词|v|86.3061
7424.0|刻划|143.0|0.0015|动词|v|86.3076
7425.0|农具|143.0|0.0015|名词|n|86.3091
7426.0|别说|143.0|0.0015|动词|v|86.3106
7427.0|民国|143.0|0.0015|时间名词|nt|86.3121
7428.0|罚|143.0|0.0015|动词|v|86.3166
7429.0|拿去|143.0|0.0015|动词|v|86.2866
7430.0|岛屿|143.0|0.0015|名词|n|86.2851
7431.0|父子|143.0|0.0015|名词|n|86.2911
7432.0|各处|143.0|0.0015|处所名词|nl|86.2626
7433.0|思想家|143.0|0.0015|名词|n|86.2746
7434.0|业|143.0|0.0015|后接成分|k|86.2671
7435.0|忍|143.0|0.0015|动词|v|86.2686
7436.0|语境|143.0|0.0015|名词|n|86.2701
7437.0|水手|143.0|0.0015|名词|n|86.2716
7438.0|测出|143.0|0.0015|动词|v|86.2731
7439.0|别|143.0|0.0015|代词|r|86.2656
7440.0|不得|143.0|0.0015|动词|v|86.2761
7441.0|驱逐|143.0|0.0015|动词|v|86.2776
7442.0|嘱咐|143.0|0.0015|动词|v|86.2791
7443.0|加大|143.0|0.0015|动词|v|86.2806
7444.0|大衣|143.0|0.0015|名词|n|86.2881
7445.0|解脱|143.0|0.0015|动词|v|86.2821
7446.0|光源|143.0|0.0015|名词|n|86.2641
7447.0|声响|143.0|0.0015|名词|n|86.2836
7448.0|敌对|142.0|0.0015|形容词|a|86.3541
7449.0|日趋|142.0|0.0015|副词|d|86.3571
7450.0|图纸|142.0|0.0015|名词|n|86.3526
7451.0|进城|142.0|0.0015|动词|v|86.3481
7452.0|有如|142.0|0.0015|动词|v|86.3601
7453.0|侮辱|142.0|0.0015|动词|v|86.3556
7454.0|顶点|142.0|0.0015|名词|n|86.3616
7455.0|纳|142.0|0.0015|动词|v|86.3631
7456.0|杀害|142.0|0.0015|动词|v|86.3646
7457.0|自在|142.0|0.0015|形容词|a|86.3661
7458.0|社长|142.0|0.0015|名词|n|86.3676
7459.0|章程|142.0|0.0015|名词|n|86.3691
7460.0|细小|142.0|0.0015|形容词|a|86.3721
7461.0|咦|142.0|0.0015|叹词|e|86.3841
7462.0|会儿|142.0|0.0015|时间名词|nt|86.3781
7463.0|反|142.0|0.0015|副词|d|86.3811
7464.0|责任制|142.0|0.0015|名词|n|86.3796
7465.0|比|142.0|0.0015|名词|n|86.3826
7466.0|福|142.0|0.0015|名词|n|86.3766
7467.0|制取|142.0|0.0015|动词|v|86.3706
7468.0|无可奈何|142.0|0.0015|习用语|i|86.3751
7469.0|陆|142.0|0.0015|名词|n|86.3856
7470.0|有价值|142.0|0.0015|动词|v|86.3736
7471.0|力图|142.0|0.0015|动词|v|86.3586
7472.0|涌|142.0|0.0015|动词|v|86.3496
7473.0|修正|142.0|0.0015|动词|v|86.3181
7474.0|鸣|142.0|0.0015|动词|v|86.3286
7475.0|有意思|142.0|0.0015|动词|v|86.3331
7476.0|匈牙利|142.0|0.0015|地名|ns|86.3271
7477.0|鲜艳|142.0|0.0015|形容词|a|86.3256
7478.0|锡伯|142.0|0.0015|地名|ns|86.3241
7479.0|封锁|142.0|0.0015|动词|v|86.3226
7480.0|对外|142.0|0.0015|动词|v|86.3211
7481.0|假使|142.0|0.0015|连词|c|86.3196
7482.0|组|142.0|0.0015|量词|q|86.3301
7483.0|砌|142.0|0.0015|动词|v|86.3346
7484.0|线路|142.0|0.0015|名词|n|86.3361
7485.0|杜|142.0|0.0015|人名-姓|nhf|86.3376
7486.0|服务员|142.0|0.0015|名词|n|86.3391
7487.0|先天|142.0|0.0015|名词|n|86.3406
7488.0|应该说|142.0|0.0015|动词|v|86.3421
7489.0|专业户|142.0|0.0015|名词|n|86.3436
7490.0|风速|142.0|0.0015|名词|n|86.3451
7491.0|置于|142.0|0.0015|动词|v|86.3511
7492.0|蓬勃|142.0|0.0015|形容词|a|86.3466
7493.0|稍微|142.0|0.0015|副词|d|86.3316
7494.0|伸长|141.0|0.0015|动词|v|86.4231
7495.0|雄伟|141.0|0.0015|形容词|a|86.4201
7496.0|承受|141.0|0.0015|动词|v|86.4246
7497.0|了不起|141.0|0.0015|形容词|a|86.4261
7498.0|专用|141.0|0.0015|动词|v|86.4276
7499.0|刘少奇|141.0|0.0015|人名|nh|86.4291
7500.0|蹦|141.0|0.0015|动词|v|86.4306
7501.0|同|141.0|0.0015|形容词|a|86.4321
7502.0|连|141.0|0.0015|副词|d|86.4336
7503.0|剧场|141.0|0.0015|名词|n|86.4351
7504.0|评选|141.0|0.0015|动词|v|86.4396
7505.0|坚实|141.0|0.0015|形容词|a|86.4516
7506.0|便利|141.0|0.0015|形容词|a|86.4501
7507.0|来源于|141.0|0.0015|动词|v|86.4486
7508.0|去世|141.0|0.0015|动词|v|86.4471
7509.0|据统计|141.0|0.0015|动词|v|86.4456
7510.0|崩溃|141.0|0.0015|动词|v|86.4441
7511.0|风光|141.0|0.0015|名词|n|86.4426
7512.0|想象力|141.0|0.0015|名词|n|86.4156
7513.0|妇|141.0|0.0015|名词|n|86.4366
7514.0|分歧|141.0|0.0015|名词|n|86.4381
7515.0|心血|141.0|0.0015|名词|n|86.4411
7516.0|天下|141.0|0.0015|名词|n|86.4216
7517.0|解散|141.0|0.0015|动词|v|86.4171
7518.0|老年|141.0|0.0015|时间名词|nt|86.3976
7519.0|宫廷|141.0|0.0015|名词|n|86.3931
7520.0|版|141.0|0.0015|名词|n|86.4006
7521.0|坏人|141.0|0.0015|名词|n|86.3916
7522.0|淡水|141.0|0.0015|名词|n|86.3901
7523.0|金牌|141.0|0.0015|名词|n|86.3886
7524.0|二十八|141.0|0.0015|数词|m|86.3871
7525.0|连结|141.0|0.0015|动词|v|86.3946
7526.0|学徒|141.0|0.0015|名词|n|86.4021
7527.0|劳|141.0|0.0015|动词|v|86.4036
7528.0|所有者|141.0|0.0015|名词|n|86.4051
7529.0|扭转|141.0|0.0015|动词|v|86.4066
7530.0|那天|141.0|0.0015|时间名词|nt|86.4186
7531.0|挫折|141.0|0.0015|名词|n|86.4096
7532.0|行军|141.0|0.0015|动词|v|86.3961
7533.0|醉|141.0|0.0015|动词|v|86.4111
7534.0|舱|141.0|0.0015|名词|n|86.4126
7535.0|外力|141.0|0.0015|名词|n|86.4141
7536.0|复杂性|141.0|0.0015|名词|n|86.4081
7537.0|种族|141.0|0.0015|名词|n|86.3991
7538.0|波浪|140.0|0.0015|名词|n|86.4876
7539.0|化学家|140.0|0.0015|名词|n|86.4831
7540.0|下班|140.0|0.0015|动词|v|86.4846
7541.0|杜威|140.0|0.0015|人名|nh|86.5041
7542.0|窜|140.0|0.0015|动词|v|86.4861
7543.0|衰变|140.0|0.0015|动词|v|86.4801
7544.0|这边|140.0|0.0015|名词|n|86.4891
7545.0|潘|140.0|0.0015|人名-姓|nhf|86.4906
7546.0|插入|140.0|0.0015|动词|v|86.4921
7547.0|当即|140.0|0.0015|副词|d|86.5026
7548.0|重|140.0|0.0015|动词|v|86.4936
7549.0|外在|140.0|0.0015|形容词|a|86.4951
7550.0|少伟|140.0|0.0015|人名-名|nhs|86.4966
7551.0|奴隶社会|140.0|0.0015|名词|n|86.4981
7552.0|镇上|140.0|0.0015|处所名词|nl|86.4996
7553.0|京|140.0|0.0015|缩略语|j|86.5011
7554.0|简称|140.0|0.0015|名词|n|86.4771
7555.0|跳动|140.0|0.0015|动词|v|86.5056
7556.0|视线|140.0|0.0015|名词|n|86.4816
7557.0|冲破|140.0|0.0015|动词|v|86.4756
7558.0|主管|140.0|0.0015|名词|n|86.4531
7559.0|蜡烛|140.0|0.0015|名词|n|86.4651
7560.0|民主主义|140.0|0.0015|名词|n|86.4576
7561.0|弟|140.0|0.0015|名词|n|86.4591
7562.0|衰老|140.0|0.0015|形容词|a|86.4606
7563.0|关闭|140.0|0.0015|动词|v|86.4621
7564.0|账|140.0|0.0015|名词|n|86.4636
7565.0|公主|140.0|0.0015|名词|n|86.4561
7566.0|全村|140.0|0.0015|名词|n|86.4666
7567.0|奇异|140.0|0.0015|形容词|a|86.4681
7568.0|神经系统|140.0|0.0015|名词|n|86.4696
7569.0|亲爱的|140.0|0.0015|名词|n|86.4711
7570.0|路子|140.0|0.0015|名词|n|86.4786
7571.0|毒素|140.0|0.0015|名词|n|86.4726
7572.0|被动|140.0|0.0015|动词|v|86.4546
7573.0|愣|140.0|0.0015|动词|v|86.4741
7574.0|左边|139.0|0.0015|方位名词|nd|86.5431
7575.0|大量|139.0|0.0015|数词|m|86.5446
7576.0|书写|139.0|0.0015|动词|v|86.5356
7577.0|良心|139.0|0.0015|名词|n|86.5551
7578.0|时节|139.0|0.0015|名词|n|86.5401
7579.0|陷于|139.0|0.0015|动词|v|86.5461
7580.0|葫芦|139.0|0.0015|名词|n|86.5386
7581.0|栏|139.0|0.0015|名词|n|86.5476
7582.0|中叶|139.0|0.0015|时间名词|nt|86.5491
7583.0|上边|139.0|0.0015|方位名词|nd|86.5506
7584.0|便|139.0|0.0015|连词|c|86.5521
7585.0|资产|139.0|0.0015|名词|n|86.5581
7586.0|人身|139.0|0.0015|名词|n|86.5671
7587.0|探测器|139.0|0.0015|名词|n|86.5656
7588.0|作业|139.0|0.0015|动词|v|86.5641
7589.0|论点|139.0|0.0015|名词|n|86.5626
7590.0|本章|139.0|0.0015|名词|n|86.5686
7591.0|睁开|139.0|0.0015|动词|v|86.5611
7592.0|屈服|139.0|0.0015|动词|v|86.5596
7593.0|阴阳|139.0|0.0015|名词|n|86.5536
7594.0|基建|139.0|0.0015|缩略语|j|86.5566
7595.0|太阳能|139.0|0.0015|名词|n|86.5416
7596.0|威信|139.0|0.0015|名词|n|86.5341
7597.0|停下来|139.0|0.0015|动词|v|86.5071
7598.0|滴|139.0|0.0015|名词|n|86.5176
7599.0|啃|139.0|0.0015|动词|v|86.5206
7600.0|饼|139.0|0.0015|名词|n|86.5161
7601.0|曹|139.0|0.0015|人名-姓|nhf|86.5146
7602.0|兴建|139.0|0.0015|动词|v|86.5131
7603.0|感性|139.0|0.0015|形容词|a|86.5116
7604.0|引用|139.0|0.0015|动词|v|86.5101
7605.0|五四|139.0|0.0015|缩略语|j|86.5086
7606.0|烟囱|139.0|0.0015|名词|n|86.5191
7607.0|放进|139.0|0.0015|动词|v|86.5221
7608.0|凝|139.0|0.0015|动词|v|86.5236
7609.0|净化|139.0|0.0015|动词|v|86.5251
7610.0|精度|139.0|0.0015|名词|n|86.5266
7611.0|熔|139.0|0.0015|动词|v|86.5281
7612.0|星云|139.0|0.0015|名词|n|86.5311
7613.0|友|139.0|0.0015|名词|n|86.5371
7614.0|可得|139.0|0.0015|能愿动词|vu|86.5326
7615.0|终身|139.0|0.0015|名词|n|86.5296
7616.0|冰雪|138.0|0.0014|名词|n|86.6036
7617.0|万一|138.0|0.0014|连词|c|86.605
7618.0|橡皮|138.0|0.0014|名词|n|86.6176
7619.0|成年|138.0|0.0014|名词|n|86.6064
7620.0|站住|138.0|0.0014|动词|v|86.6008
7621.0|副|138.0|0.0014|形容词|a|86.6092
7622.0|看去|138.0|0.0014|动词|v|86.6106
7623.0|主要矛盾|138.0|0.0014|名词|n|86.5812
7624.0|期望|138.0|0.0014|名词|n|86.612
7625.0|滤|138.0|0.0014|动词|v|86.6022
7626.0|开幕|138.0|0.0014|动词|v|86.6134
7627.0|同行|138.0|0.0014|名词|n|86.6148
7628.0|不注意|138.0|0.0014|动词|v|86.619
