#语料规模:2000万字||||||
#只列入出现次数大于50次的词||||||
#下载自www.cncorpus.org语料库在线网站||||||
||||||
||||||
id|词语|出现次数|频率|词类名称|词类标记|累积频率
3018.0|力学|424.0|0.0044|名词|n|75.2205
3019.0|连|424.0|0.0044|动词|v|75.1985
3020.0|挖|424.0|0.0044|动词|v|75.1941
3021.0|缓慢|424.0|0.0044|形容词|a|75.2029
3022.0|水面|423.0|0.0044|处所名词|nl|75.2601
3023.0|会计|423.0|0.0044|名词|n|75.2557
3024.0|间|423.0|0.0044|量词|q|75.2293
3025.0|不禁|423.0|0.0044|副词|d|75.2513
3026.0|发扬|423.0|0.0044|动词|v|75.2645
3027.0|节目|423.0|0.0044|名词|n|75.2469
3028.0|社会主义制度|423.0|0.0044|名词|n|75.2425
3029.0|不一定|423.0|0.0044|副词|d|75.2381
3030.0|对称|423.0|0.0044|形容词|a|75.2337
3031.0|大脑|422.0|0.0044|名词|n|75.2821
3032.0|亮|422.0|0.0044|形容词|a|75.2865
3033.0|前后|422.0|0.0044|时间名词|nt|75.2689
3034.0|缘故|422.0|0.0044|名词|n|75.2777
3035.0|算是|422.0|0.0044|联系动词|vl|75.2909
3036.0|罗马|422.0|0.0044|地名|ns|75.2733
3037.0|登记|421.0|0.0044|动词|v|75.2953
3038.0|山区|421.0|0.0044|名词|n|75.2997
3039.0|空中|421.0|0.0044|处所名词|nl|75.3041
3040.0|干涉|420.0|0.0044|动词|v|75.3305
3041.0|获|420.0|0.0044|动词|v|75.3085
3042.0|树木|420.0|0.0044|名词|n|75.3261
3043.0|偏|420.0|0.0044|形容词|a|75.3349
3044.0|钢铁|420.0|0.0044|名词|n|75.3217
3045.0|染色体|420.0|0.0044|名词|n|75.3173
3046.0|性能|420.0|0.0044|名词|n|75.3129
3047.0|看看|419.0|0.0044|动词|v|75.3569
3048.0|损害|419.0|0.0044|动词|v|75.3393
3049.0|源|419.0|0.0044|名词|n|75.3657
3050.0|军阀|419.0|0.0044|名词|n|75.3613
3051.0|封建|419.0|0.0044|形容词|a|75.3525
3052.0|何|419.0|0.0044|代词|r|75.3437
3053.0|七十|419.0|0.0044|数词|m|75.3481
3054.0|今日|418.0|0.0044|时间名词|nt|75.3701
3055.0|地质|418.0|0.0044|名词|n|75.3745
3056.0|罢|418.0|0.0044|助词|u|75.3789
3057.0|那天|418.0|0.0044|代词|r|75.3833
3058.0|虚|418.0|0.0044|形容词|a|75.3877
3059.0|射线|418.0|0.0044|名词|n|75.3921
3060.0|居|417.0|0.0044|动词|v|75.4141
3061.0|应有|417.0|0.0044|动词|v|75.4229
3062.0|急忙|417.0|0.0044|形容词|a|75.4185
3063.0|长度|417.0|0.0044|名词|n|75.4273
3064.0|白天|417.0|0.0044|时间名词|nt|75.4097
3065.0|勇敢|417.0|0.0044|形容词|a|75.3965
3066.0|家乡|417.0|0.0044|名词|n|75.4053
3067.0|看成|417.0|0.0044|动词|v|75.4317
3068.0|负|417.0|0.0044|动词|v|75.4009
3069.0|防治|416.0|0.0044|动词|v|75.4361
3070.0|氧化|416.0|0.0044|动词|v|75.4405
3071.0|中|415.0|0.0043|缩略语|j|75.4749
3072.0|先|415.0|0.0043|时间名词|nt|75.4448
3073.0|一代|415.0|0.0043|时间名词|nt|75.4706
3074.0|浅|415.0|0.0043|形容词|a|75.4792
3075.0|再次|415.0|0.0043|副词|d|75.4663
3076.0|南方|415.0|0.0043|方位名词|nd|75.462
3077.0|聪明|415.0|0.0043|形容词|a|75.4577
3078.0|异常|415.0|0.0043|形容词|a|75.4534
3079.0|协作|415.0|0.0043|动词|v|75.4491
3080.0|测|414.0|0.0043|动词|v|75.4964
3081.0|天下|414.0|0.0043|处所名词|nl|75.4921
3082.0|线圈|414.0|0.0043|名词|n|75.4878
3083.0|厉害|414.0|0.0043|形容词|a|75.4835
3084.0|房屋|414.0|0.0043|名词|n|75.5007
3085.0|发行|413.0|0.0043|动词|v|75.505
3086.0|对|413.0|0.0043|量词|q|75.5093
3087.0|上下|413.0|0.0043|名词|n|75.5136
3088.0|家伙|413.0|0.0043|名词|n|75.5179
3089.0|作用|413.0|0.0043|动词|v|75.5222
3090.0|社会主义社会|413.0|0.0043|名词|n|75.5265
3091.0|缺|412.0|0.0043|动词|v|75.5308
3092.0|予以|412.0|0.0043|动词|v|75.5523
3093.0|守|412.0|0.0043|动词|v|75.5566
3094.0|床|412.0|0.0043|名词|n|75.548
3095.0|包|412.0|0.0043|名词|n|75.5437
3096.0|手术|412.0|0.0043|名词|n|75.5394
3097.0|实质|412.0|0.0043|名词|n|75.5351
3098.0|磁场|411.0|0.0043|名词|n|75.5738
3099.0|超|411.0|0.0043|动词|v|75.5867
3100.0|动员|411.0|0.0043|动词|v|75.591
3101.0|词汇|411.0|0.0043|名词|n|75.5824
3102.0|树立|411.0|0.0043|动词|v|75.5781
3103.0|面临|411.0|0.0043|动词|v|75.5609
3104.0|放弃|411.0|0.0043|动词|v|75.5695
3105.0|所谓|411.0|0.0043|动词|v|75.5652
3106.0|描绘|410.0|0.0043|动词|v|75.5953
3107.0|穿过|410.0|0.0043|动词|v|75.5996
3108.0|卫生|410.0|0.0043|名词|n|75.6039
3109.0|不利|410.0|0.0043|形容词|a|75.6082
3110.0|朵|410.0|0.0043|量词|q|75.6125
3111.0|活泼|410.0|0.0043|形容词|a|75.6168
3112.0|蔬菜|409.0|0.0043|名词|n|75.6211
3113.0|推行|409.0|0.0043|动词|v|75.6469
3114.0|周恩来|409.0|0.0043|人名|nh|75.6426
3115.0|怪|409.0|0.0043|形容词|a|75.6383
3116.0|本人|409.0|0.0043|名词|n|75.6512
3117.0|大地|409.0|0.0043|名词|n|75.6254
3118.0|夹|409.0|0.0043|动词|v|75.634
3119.0|环|409.0|0.0043|名词|n|75.6297
3120.0|深入|408.0|0.0043|动词|v|75.6856
3121.0|株|408.0|0.0043|名词|n|75.6899
3122.0|汗|408.0|0.0043|名词|n|75.6813
3123.0|泥|408.0|0.0043|名词|n|75.677
3124.0|条例|408.0|0.0043|名词|n|75.6942
3125.0|黑色|408.0|0.0043|名词|n|75.6727
3126.0|长大|408.0|0.0043|动词|v|75.6684
3127.0|哥|408.0|0.0043|名词|n|75.6641
3128.0|国民|408.0|0.0043|名词|n|75.6555
3129.0|灭|408.0|0.0043|动词|v|75.6598
3130.0|基层|408.0|0.0043|名词|n|75.6985
3131.0|员|407.0|0.0043|名词|n|75.7329
3132.0|及|407.0|0.0043|动词|v|75.7286
3133.0|考试|407.0|0.0043|动词|v|75.7028
3134.0|研制|407.0|0.0043|动词|v|75.7243
3135.0|有一次|407.0|0.0043|动词|v|75.7372
3136.0|沿海|407.0|0.0043|名词|n|75.72
3137.0|灌溉|407.0|0.0043|动词|v|75.7157
3138.0|诞生|407.0|0.0043|动词|v|75.7114
3139.0|设想|407.0|0.0043|动词|v|75.7071
3140.0|有一天|406.0|0.0042|动词|v|75.7582
3141.0|当代|406.0|0.0042|时间名词|nt|75.754
3142.0|微微|406.0|0.0042|形容词|a|75.7624
3143.0|暂时|406.0|0.0042|时间名词|nt|75.7414
3144.0|国营|406.0|0.0042|动词|v|75.7498
3145.0|四周|406.0|0.0042|处所名词|nl|75.7456
3146.0|落实|405.0|0.0042|动词|v|75.7708
3147.0|服装|405.0|0.0042|名词|n|75.7666
3148.0|脱|404.0|0.0042|动词|v|75.775
3149.0|大规模|404.0|0.0042|名词|n|75.7792
3150.0|合作社|404.0|0.0042|名词|n|75.7834
3151.0|均匀|404.0|0.0042|形容词|a|75.7876
3152.0|架|403.0|0.0042|名词|n|75.7918
3153.0|取决于|403.0|0.0042|动词|v|75.796
3154.0|界限|403.0|0.0042|名词|n|75.8002
3155.0|亲切|402.0|0.0042|形容词|a|75.8212
3156.0|人群|402.0|0.0042|名词|n|75.817
3157.0|课程|402.0|0.0042|名词|n|75.8296
3158.0|攻击|402.0|0.0042|动词|v|75.8044
3159.0|得以|402.0|0.0042|能愿动词|vu|75.8128
3160.0|晓得|402.0|0.0042|动词|v|75.8254
3161.0|基本建设|402.0|0.0042|名词|n|75.8086
3162.0|进展|401.0|0.0042|动词|v|75.859
3163.0|包围|401.0|0.0042|动词|v|75.8548
3164.0|不会|401.0|0.0042|动词|v|75.8506
3165.0|暗|401.0|0.0042|形容词|a|75.8338
3166.0|不幸|401.0|0.0042|形容词|a|75.8464
3167.0|证实|401.0|0.0042|动词|v|75.8632
3168.0|巴黎|401.0|0.0042|地名|ns|75.8422
3169.0|抬|401.0|0.0042|动词|v|75.838
3170.0|行星|400.0|0.0042|名词|n|75.8674
3171.0|工作人员|400.0|0.0042|名词|n|75.8716
3172.0|数据|400.0|0.0042|名词|n|75.8758
3173.0|右手|399.0|0.0042|名词|n|75.8926
3174.0|叙述|399.0|0.0042|动词|v|75.8884
3175.0|职务|399.0|0.0042|名词|n|75.8842
3176.0|血管|399.0|0.0042|名词|n|75.88
3177.0|精力|399.0|0.0042|名词|n|75.8968
3178.0|双|398.0|0.0042|形容词|a|75.901
3179.0|氮|398.0|0.0042|名词|n|75.9052
3180.0|幻想|398.0|0.0042|动词|v|75.9094
3181.0|法|398.0|0.0042|缩略语|j|75.9136
3182.0|区分|398.0|0.0042|动词|v|75.9178
3183.0|特有|398.0|0.0042|动词|v|75.922
3184.0|八十|397.0|0.0042|数词|m|75.9262
3185.0|代|397.0|0.0042|时间名词|nt|75.9304
3186.0|爆炸|397.0|0.0042|动词|v|75.9346
3187.0|粉|396.0|0.0041|名词|n|75.9387
3188.0|塑造|396.0|0.0041|动词|v|75.9428
3189.0|分工|396.0|0.0041|动词|v|75.9469
3190.0|祖先|396.0|0.0041|名词|n|75.951
3191.0|声|396.0|0.0041|量词|q|75.9551
3192.0|写作|395.0|0.0041|动词|v|75.9756
3193.0|二者|395.0|0.0041|代词|r|75.9797
3194.0|战胜|395.0|0.0041|动词|v|75.9715
3195.0|修改|395.0|0.0041|动词|v|75.9592
3196.0|那边|395.0|0.0041|代词|r|75.9674
3197.0|大伙|395.0|0.0041|代词|r|75.9633
3198.0|假说|394.0|0.0041|名词|n|75.9838
3199.0|立法|394.0|0.0041|动词|v|75.9879
3200.0|议论|394.0|0.0041|动词|v|75.992
3201.0|光|394.0|0.0041|副词|d|75.9961
3202.0|礼|394.0|0.0041|名词|n|76.0002
3203.0|人人|394.0|0.0041|名词|n|76.0043
3204.0|桌上|394.0|0.0041|处所名词|nl|76.0084
3205.0|过多|393.0|0.0041|形容词|a|76.0248
3206.0|完了|393.0|0.0041|动词|v|76.0289
3207.0|社会化|393.0|0.0041|动词|v|76.033
3208.0|搭|393.0|0.0041|动词|v|76.0371
3209.0|湖南|393.0|0.0041|地名|ns|76.0125
3210.0|冬|393.0|0.0041|时间名词|nt|76.0207
3211.0|公理|393.0|0.0041|名词|n|76.0166
3212.0|部长|392.0|0.0041|名词|n|76.0412
3213.0|欲|392.0|0.0041|副词|d|76.0453
3214.0|曲线|392.0|0.0041|名词|n|76.0494
3215.0|劲|392.0|0.0041|名词|n|76.0535
3216.0|建设|392.0|0.0041|名词|n|76.0576
3217.0|敲|391.0|0.0041|动词|v|76.0822
3218.0|无疑|391.0|0.0041|副词|d|76.0781
3219.0|技能|391.0|0.0041|名词|n|76.074
3220.0|赶快|391.0|0.0041|副词|d|76.0904
3221.0|尺度|391.0|0.0041|名词|n|76.0699
3222.0|赶紧|391.0|0.0041|副词|d|76.0617
3223.0|制订|391.0|0.0041|动词|v|76.0658
3224.0|前途|391.0|0.0041|名词|n|76.0863
3225.0|分成|390.0|0.0041|动词|v|76.1232
3226.0|果实|390.0|0.0041|名词|n|76.1191
3227.0|也就是说|390.0|0.0041|连词|c|76.115
3228.0|秋|390.0|0.0041|时间名词|nt|76.0945
3229.0|饲料|390.0|0.0041|名词|n|76.1109
3230.0|开辟|390.0|0.0041|动词|v|76.1273
3231.0|全世界|390.0|0.0041|名词|n|76.1068
3232.0|老婆|390.0|0.0041|名词|n|76.1027
3233.0|人格|390.0|0.0041|名词|n|76.0986
3234.0|有趣|389.0|0.0041|形容词|a|76.1601
3235.0|政党|389.0|0.0041|名词|n|76.156
3236.0|悲剧|389.0|0.0041|名词|n|76.1519
3237.0|菌|389.0|0.0041|名词|n|76.1314
3238.0|方言|389.0|0.0041|名词|n|76.1478
3239.0|优点|389.0|0.0041|名词|n|76.1642
3240.0|资本主义社会|389.0|0.0041|名词|n|76.1437
3241.0|持续|389.0|0.0041|动词|v|76.1396
3242.0|黄河|389.0|0.0041|地名|ns|76.1355
3243.0|习惯|388.0|0.0041|动词|v|76.1929
3244.0|可靠|388.0|0.0041|形容词|a|76.1888
3245.0|纠正|388.0|0.0041|动词|v|76.1847
3246.0|牌|388.0|0.0041|名词|n|76.1683
3247.0|股|388.0|0.0041|量词|q|76.1806
3248.0|扶|388.0|0.0041|动词|v|76.197
3249.0|高温|388.0|0.0041|名词|n|76.1765
3250.0|尺|388.0|0.0041|量词|q|76.1724
3251.0|西北|387.0|0.004|方位名词|nd|76.229
3252.0|夫妻|387.0|0.004|名词|n|76.225
3253.0|突然|387.0|0.004|形容词|a|76.221
3254.0|喂|387.0|0.004|动词|v|76.201
3255.0|卷|387.0|0.004|量词|q|76.237
3256.0|之内|387.0|0.004|方位名词|nd|76.233
3257.0|做法|387.0|0.004|名词|n|76.217
3258.0|老头|387.0|0.004|名词|n|76.213
3259.0|格|387.0|0.004|名词|n|76.209
3260.0|点|387.0|0.004|时间名词|nt|76.205
3261.0|哎|386.0|0.004|叹词|e|76.261
3262.0|一生|386.0|0.004|时间名词|nt|76.257
3263.0|山上|386.0|0.004|处所名词|nl|76.241
3264.0|阅读|386.0|0.004|动词|v|76.253
3265.0|爱国|386.0|0.004|动词|v|76.265
3266.0|针对|386.0|0.004|介词|p|76.249
3267.0|海上|386.0|0.004|处所名词|nl|76.245
3268.0|镇|385.0|0.004|名词|n|76.289
3269.0|本领|385.0|0.004|名词|n|76.269
3270.0|业|385.0|0.004|名词|n|76.285
3271.0|感受|385.0|0.004|动词|v|76.293
3272.0|混合|385.0|0.004|动词|v|76.297
3273.0|反正|385.0|0.004|副词|d|76.281
3274.0|南北|385.0|0.004|方位名词|nd|76.273
3275.0|之上|385.0|0.004|方位名词|nd|76.277
3276.0|十四|384.0|0.004|数词|m|76.301
3277.0|门|384.0|0.004|量词|q|76.305
3278.0|岩石|384.0|0.004|名词|n|76.309
3279.0|生活方式|384.0|0.004|名词|n|76.313
3280.0|围绕|383.0|0.004|动词|v|76.317
3281.0|温暖|383.0|0.004|形容词|a|76.321
3282.0|大海|383.0|0.004|名词|n|76.325
3283.0|可爱|383.0|0.004|形容词|a|76.329
3284.0|课题|382.0|0.004|名词|n|76.353
3285.0|氢|382.0|0.004|名词|n|76.349
3286.0|党中央|382.0|0.004|名词|n|76.333
3287.0|剥削阶级|382.0|0.004|名词|n|76.345
3288.0|怀|382.0|0.004|动词|v|76.357
3289.0|论述|382.0|0.004|动词|v|76.341
3290.0|步骤|382.0|0.004|名词|n|76.337
3291.0|定额|381.0|0.004|名词|n|76.361
3292.0|背景|381.0|0.004|名词|n|76.365
3293.0|活跃|381.0|0.004|形容词|a|76.369
3294.0|合适|381.0|0.004|形容词|a|76.373
3295.0|驻|381.0|0.004|动词|v|76.377
3296.0|清|381.0|0.004|形容词|a|76.381
3297.0|脸色|381.0|0.004|名词|n|76.385
3298.0|青|381.0|0.004|形容词|a|76.389
3299.0|原|380.0|0.004|副词|d|76.417
3300.0|地带|380.0|0.004|名词|n|76.413
3301.0|额|380.0|0.004|名词|n|76.409
3302.0|脖子|380.0|0.004|名词|n|76.421
3303.0|取出|380.0|0.004|动词|v|76.393
3304.0|理|380.0|0.004|名词|n|76.401
3305.0|确立|380.0|0.004|动词|v|76.405
3306.0|丧失|380.0|0.004|动词|v|76.397
3307.0|马|379.0|0.004|人名-姓|nhf|76.425
3308.0|尖|379.0|0.004|形容词|a|76.429
3309.0|下|379.0|0.004|量词|q|76.433
3310.0|捉|379.0|0.004|动词|v|76.437
3311.0|连长|379.0|0.004|名词|n|76.441
3312.0|商人|379.0|0.004|名词|n|76.445
3313.0|意味|379.0|0.004|动词|v|76.449
3314.0|中的|378.0|0.004|动词|v|76.465
3315.0|视|378.0|0.004|动词|v|76.469
3316.0|本|378.0|0.004|副词|d|76.453
3317.0|所有|378.0|0.004|动词|v|76.477
3318.0|离婚|378.0|0.004|动词|v|76.473
3319.0|恶|378.0|0.004|形容词|a|76.461
3320.0|见面|378.0|0.004|动词|v|76.457
3321.0|分泌|377.0|0.0039|动词|v|76.5082
3322.0|天地|377.0|0.0039|名词|n|76.5043
3323.0|依赖|377.0|0.0039|动词|v|76.5004
3324.0|经济基础|377.0|0.0039|名词|n|76.4809
3325.0|种植|377.0|0.0039|动词|v|76.4965
3326.0|不仅|377.0|0.0039|副词|d|76.5121
3327.0|三中全会|377.0|0.0039|缩略语|j|76.4926
3328.0|旋转|377.0|0.0039|动词|v|76.4887
3329.0|洞|377.0|0.0039|名词|n|76.4848
3330.0|沿|376.0|0.0039|介词|p|76.5277
3331.0|分散|376.0|0.0039|形容词|a|76.5316
3332.0|古老|376.0|0.0039|形容词|a|76.5394
3333.0|收缩|376.0|0.0039|动词|v|76.5199
3334.0|平面|376.0|0.0039|名词|n|76.516
3335.0|答|376.0|0.0039|动词|v|76.5238
3336.0|肯定|376.0|0.0039|副词|d|76.5355
3337.0|相互作用|375.0|0.0039|动词|v|76.5433
3338.0|老爷|375.0|0.0039|名词|n|76.5472
3339.0|碱|375.0|0.0039|名词|n|76.5511
3340.0|尾|375.0|0.0039|名词|n|76.555
3341.0|函数|375.0|0.0039|名词|n|76.5589
3342.0|练|375.0|0.0039|动词|v|76.5628
3343.0|少量|375.0|0.0039|名词|n|76.5667
3344.0|假设|375.0|0.0039|动词|v|76.5706
3345.0|二百|374.0|0.0039|数词|m|76.594
3346.0|高原|374.0|0.0039|名词|n|76.5901
3347.0|动手|374.0|0.0039|动词|v|76.5862
3348.0|女性|374.0|0.0039|名词|n|76.6018
3349.0|等到|374.0|0.0039|动词|v|76.5745
3350.0|交往|374.0|0.0039|动词|v|76.5823
3351.0|大娘|374.0|0.0039|名词|n|76.5979
3352.0|岗位|374.0|0.0039|名词|n|76.5784
3353.0|另外|373.0|0.0039|连词|c|76.6408
3354.0|预防|373.0|0.0039|动词|v|76.6369
3355.0|枚|373.0|0.0039|量词|q|76.633
3356.0|主意|373.0|0.0039|名词|n|76.6291
3357.0|冬天|373.0|0.0039|时间名词|nt|76.6057
3358.0|决议|373.0|0.0039|名词|n|76.6252
3359.0|私人|373.0|0.0039|名词|n|76.6447
3360.0|布置|373.0|0.0039|动词|v|76.6213
3361.0|明|373.0|0.0039|形容词|a|76.6174
3362.0|追|373.0|0.0039|动词|v|76.6135
3363.0|办事|373.0|0.0039|动词|v|76.6096
3364.0|门外|372.0|0.0039|处所名词|nl|76.6681
3365.0|限度|372.0|0.0039|名词|n|76.672
3366.0|部落|372.0|0.0039|名词|n|76.6525
3367.0|率|372.0|0.0039|名词|n|76.6642
3368.0|紧急|372.0|0.0039|形容词|a|76.6759
3369.0|火箭|372.0|0.0039|名词|n|76.6486
3370.0|快乐|372.0|0.0039|形容词|a|76.6603
3371.0|碰到|372.0|0.0039|动词|v|76.6564
3372.0|生产者|371.0|0.0039|名词|n|76.711
3373.0|不用|371.0|0.0039|动词|v|76.7071
3374.0|很多|371.0|0.0039|数词|m|76.7032
3375.0|战|371.0|0.0039|动词|v|76.6993
3376.0|镜|371.0|0.0039|名词|n|76.6798
3377.0|末|371.0|0.0039|名词|n|76.6954
3378.0|教材|371.0|0.0039|名词|n|76.7149
3379.0|出于|371.0|0.0039|动词|v|76.6915
3380.0|增产|371.0|0.0039|动词|v|76.6876
3381.0|暴露|371.0|0.0039|动词|v|76.6837
3382.0|法则|370.0|0.0039|名词|n|76.7461
3383.0|领袖|370.0|0.0039|名词|n|76.7188
3384.0|数|370.0|0.0039|动词|v|76.7422
3385.0|随着|370.0|0.0039|动词|v|76.75
3386.0|既是|370.0|0.0039|连词|c|76.7383
3387.0|教学|370.0|0.0039|名词|n|76.7227
3388.0|干扰|370.0|0.0039|动词|v|76.7344
3389.0|临床|370.0|0.0039|动词|v|76.7305
3390.0|再说|370.0|0.0039|连词|c|76.7266
3391.0|模糊|369.0|0.0039|形容词|a|76.7539
3392.0|施|369.0|0.0039|动词|v|76.7578
3393.0|抬起|369.0|0.0039|动词|v|76.7617
3394.0|稀|369.0|0.0039|形容词|a|76.7656
3395.0|伤|369.0|0.0039|动词|v|76.7695
3396.0|转换|368.0|0.0039|动词|v|76.7968
3397.0|缩小|368.0|0.0039|动词|v|76.7929
3398.0|大于|368.0|0.0039|动词|v|76.789
3399.0|场面|368.0|0.0039|名词|n|76.7773
3400.0|仪式|368.0|0.0039|名词|n|76.7734
3401.0|为止|368.0|0.0039|动词|v|76.8007
3402.0|鉴定|368.0|0.0039|动词|v|76.7851
3403.0|射|368.0|0.0039|动词|v|76.7812
3404.0|密|367.0|0.0038|形容词|a|76.8273
3405.0|奴隶主|367.0|0.0038|名词|n|76.8235
3406.0|和谐|367.0|0.0038|形容词|a|76.8197
3407.0|还是|367.0|0.0038|连词|c|76.8159
3408.0|象是|367.0|0.0038|联系动词|vl|76.8045
3409.0|发光|367.0|0.0038|动词|v|76.8121
3410.0|警察|367.0|0.0038|名词|n|76.8311
3411.0|干燥|367.0|0.0038|形容词|a|76.8083
3412.0|现实主义|366.0|0.0038|名词|n|76.8387
3413.0|编|366.0|0.0038|动词|v|76.8425
3414.0|向上|366.0|0.0038|动词|v|76.8463
3415.0|墙|366.0|0.0038|名词|n|76.8349
3416.0|手法|365.0|0.0038|名词|n|76.8691
3417.0|签订|365.0|0.0038|动词|v|76.8729
3418.0|波动|365.0|0.0038|动词|v|76.8653
3419.0|斜|365.0|0.0038|形容词|a|76.8615
3420.0|设置|365.0|0.0038|动词|v|76.8501
3421.0|口号|365.0|0.0038|名词|n|76.8577
3422.0|谷|365.0|0.0038|名词|n|76.8539
3423.0|持|364.0|0.0038|动词|v|76.8767
3424.0|浑身|364.0|0.0038|名词|n|76.8805
3425.0|或|364.0|0.0038|副词|d|76.8843
3426.0|头|364.0|0.0038|量词|q|76.8881
3427.0|预备|364.0|0.0038|动词|v|76.8919
3428.0|可怕|364.0|0.0038|形容词|a|76.8957
3429.0|整|364.0|0.0038|形容词|a|76.8995
3430.0|考|363.0|0.0038|动词|v|76.9185
3431.0|语言学|363.0|0.0038|名词|n|76.9223
3432.0|另外|363.0|0.0038|代词|r|76.9147
3433.0|反应|363.0|0.0038|动词|v|76.9261
3434.0|歌曲|363.0|0.0038|名词|n|76.9033
3435.0|躲|363.0|0.0038|动词|v|76.9071
3436.0|经济体制|363.0|0.0038|名词|n|76.9109
3437.0|离不开|362.0|0.0038|动词|v|76.9565
3438.0|相当|362.0|0.0038|形容词|a|76.9527
3439.0|语义|362.0|0.0038|名词|n|76.9489
3440.0|气象|362.0|0.0038|名词|n|76.9451
3441.0|制作|362.0|0.0038|动词|v|76.9413
3442.0|失|362.0|0.0038|动词|v|76.9299
3443.0|养成|362.0|0.0038|动词|v|76.9375
3444.0|蹲|362.0|0.0038|动词|v|76.9603
3445.0|耳|362.0|0.0038|名词|n|76.9337
3446.0|想法|361.0|0.0038|名词|n|76.9641
3447.0|论文|361.0|0.0038|名词|n|76.9679
3448.0|增|361.0|0.0038|动词|v|76.9717
3449.0|尖锐|360.0|0.0038|形容词|a|76.9755
3450.0|北部|360.0|0.0038|方位名词|nd|76.9983
3451.0|脑子|360.0|0.0038|名词|n|77.0021
3452.0|呵|360.0|0.0038|叹词|e|76.9945
3453.0|铝|360.0|0.0038|名词|n|76.9907
3454.0|号召|360.0|0.0038|动词|v|76.9793
3455.0|物理学|360.0|0.0038|名词|n|76.9869
3456.0|冒|360.0|0.0038|动词|v|76.9831
3457.0|鞋|359.0|0.0038|名词|n|77.0059
3458.0|阻碍|359.0|0.0038|动词|v|77.0097
3459.0|手工业|359.0|0.0038|名词|n|77.0135
3460.0|基本|359.0|0.0038|名词|n|77.0173
3461.0|骑|359.0|0.0038|动词|v|77.0211
3462.0|夜里|359.0|0.0038|时间名词|nt|77.0249
3463.0|安慰|358.0|0.0037|动词|v|77.0434
3464.0|报刊|358.0|0.0037|名词|n|77.0323
3465.0|胖|358.0|0.0037|形容词|a|77.0471
3466.0|醒|358.0|0.0037|动词|v|77.0508
3467.0|有的是|358.0|0.0037|动词|v|77.0545
3468.0|岛|358.0|0.0037|名词|n|77.0286
3469.0|收集|358.0|0.0037|动词|v|77.0397
3470.0|微|358.0|0.0037|形容词|a|77.036
3471.0|精神文明|357.0|0.0037|习用语|i|77.0804
3472.0|如同|357.0|0.0037|动词|v|77.0767
3473.0|遭受|357.0|0.0037|动词|v|77.073
3474.0|直径|357.0|0.0037|名词|n|77.0693
3475.0|汉族|357.0|0.0037|地名|ns|77.0582
3476.0|清晰|357.0|0.0037|形容词|a|77.0656
3477.0|等级|357.0|0.0037|名词|n|77.0841
3478.0|伸|357.0|0.0037|动词|v|77.0619
3479.0|其中|356.0|0.0037|代词|r|77.1285
3480.0|冠军|356.0|0.0037|名词|n|77.1248
3481.0|设施|356.0|0.0037|名词|n|77.0878
3482.0|睡觉|356.0|0.0037|动词|v|77.1211
3483.0|氢气|356.0|0.0037|名词|n|77.1322
3484.0|题|356.0|0.0037|名词|n|77.1174
3485.0|按劳分配|356.0|0.0037|习用语|i|77.1137
3486.0|每人|356.0|0.0037|名词|n|77.0915
3487.0|共产党员|356.0|0.0037|名词|n|77.11
3488.0|指导员|356.0|0.0037|名词|n|77.1026
3489.0|约束|356.0|0.0037|动词|v|77.0989
3490.0|象征|356.0|0.0037|动词|v|77.0952
3491.0|区别|356.0|0.0037|名词|n|77.1063
3492.0|后果|355.0|0.0037|名词|n|77.1692
3493.0|招呼|355.0|0.0037|动词|v|77.1655
3494.0|报酬|355.0|0.0037|名词|n|77.1359
3495.0|扩张|355.0|0.0037|动词|v|77.1618
3496.0|中华人民共和国|355.0|0.0037|地名|ns|77.1729
3497.0|随后|355.0|0.0037|副词|d|77.1581
3498.0|一身|355.0|0.0037|名词|n|77.1766
3499.0|导线|355.0|0.0037|名词|n|77.147
3500.0|议会|355.0|0.0037|名词|n|77.1507
3501.0|院子|355.0|0.0037|名词|n|77.1433
3502.0|瘦|355.0|0.0037|形容词|a|77.1396
3503.0|支援|355.0|0.0037|动词|v|77.1544
3504.0|唯心主义|354.0|0.0037|名词|n|77.1803
3505.0|见解|354.0|0.0037|名词|n|77.184
3506.0|事故|354.0|0.0037|名词|n|77.1877
3507.0|反之|354.0|0.0037|连词|c|77.1914
3508.0|重量|353.0|0.0037|名词|n|77.1951
3509.0|批发|353.0|0.0037|动词|v|77.2136
3510.0|院长|353.0|0.0037|名词|n|77.2173
3511.0|找出|353.0|0.0037|动词|v|77.2099
3512.0|患|353.0|0.0037|动词|v|77.2062
3513.0|买卖|353.0|0.0037|名词|n|77.2025
3514.0|开口|353.0|0.0037|动词|v|77.1988
3515.0|直|352.0|0.0037|副词|d|77.2247
3516.0|陆地|352.0|0.0037|名词|n|77.258
3517.0|启发|352.0|0.0037|动词|v|77.2617
3518.0|会上|352.0|0.0037|处所名词|nl|77.2543
3519.0|整顿|352.0|0.0037|动词|v|77.2506
3520.0|一千|352.0|0.0037|数词|m|77.2469
3521.0|效益|352.0|0.0037|名词|n|77.2432
3522.0|东方|352.0|0.0037|方位名词|nd|77.221
3523.0|大胆|352.0|0.0037|形容词|a|77.2395
3524.0|饱和|352.0|0.0037|动词|v|77.2358
3525.0|院|352.0|0.0037|名词|n|77.2321
3526.0|干净|352.0|0.0037|形容词|a|77.2284
